id,name,levelobjectid,charactername,gender,characterdescription,speechpattern,accent,race,appearance,characterarchetype,charactertype,ttsvoice,subcharacters,voices,agerange,isplayer,voeligible,member
a55bc1a7-1b28-49cf-bd3f-9b3ce9504233,,Global/HUBs/in1_research_assistant,,Minaeve,Female,"Haven's researcher, Minaeve, studies magical materials and creatures in hopes of finding new defenses against them or new ways to fight them more effectively. She has the blunt directness of an introvert who would RATHER be reading a book but is talking to you because it's her job -- not rude, and she will answer questions, but she'll be most comfortable when you're gone and she can get back to reading. She was an apprentice mage, but is nervous about magic in general and actually likes templars more than mages, because she would rather be kept safe.",,Irish,Elf,,,Minor,Lucy22k_HQ,,,17,False,True,
Ebx DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_cory_1 [a06f0b35-25bf-9967-0e43-2169f5e3b96e,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_dales_1 [fb24ee87-c736-cb53-a94d-3ba35c333107,,,,,Female,,,,,,,,,,,,,,
478c51bc-9d01-5786-6307-22dc4714ad54,,InquisitionBase/FirstBase/in1_templarrecruit,,Lysette,Female,"A female templar recruit of particularly strong will who was far enough away from the blast at Haven to survive. She provides the Inquisitor with a ground-level view of the struggles facing the Templars and Mages. Intelligent, faithful, and stubborn.",,French,Human,,,Minor,Rachel22k_HQ,,,14,False,True,
Ebx DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_elven_power_1 [bc134b34-3748-f6e5-918d-f5761f1b7d5c,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_skyhold_upgrades_1 [8ddf04df-f1ba-ed12-6e0a-0ec2d9e1d594,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_mythal_1 [b58bd75e-cc9d-efce-68de-24dae0c25f91,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_hawke_1 [26b007fa-41ab-c668-5af8-0a04368bb9dc,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_chargers_1 [db76d7cc-233e-bc1b-9e6c-46365378c02e,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_morrigan_1 [39213e31-e568-6a70-9b35-3093d53a246a,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_judgments_1 [9505e873-0a43-0377-d709-9e0f1d8e47d1,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/in2_reactivity_quizquisitioner [edd65348-6c1c-de20-da67-404f7e451ad9,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_crestwood_1 [753724f7-b90c-1d46-de2b-705136865376,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_adamant_1 [ed9438ed-76c5-cdf1-914e-e02e89900fd0,,,,,Male,,,,,,,,,,,,,,
7ba97770-d5de-48bd-99c7-fb672870457d,,Global/HUBs/in1_bartender,,Flissa,Female,"Flissa, the bartender, is a woman in her mid-twenties. She is intelligent and quick on her feet, but not very worldly, and is extremely impressed by the Hero, to the point of getting flustered and saying funny or embarrassing things by accident. She can give the Hero information about how people in Haven are doing, along with rumors about the surrounding area, always with a cheerful and slightly flustered attitude when speaking to the Hero.",,British,Human,,,Minor,Kenny22k_HQ,,,1B,False,True,
Ebx DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_religion_1 [e7bf45d5-dbf2-033c-2e8e-359461d5e4ee,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_blackwall_1 [34570c42-d1fb-466d-d83f-5d056e4887d0,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_halamshiral_1 [9ecf7d5f-00be-c5b1-f57e-fc046e136d8c,,,,,Male,,,,,,,,,,,,,,
05cbf6cf-dcc0-4d7b-802f-60c81d3942ba,,global/HUBs/in1_apothecary,Apothecary,Apothecary,Male,"An apothecary -- an alchemist, basically -- who has been pressed into service making healing potions (when he'd rather be making more esoteric and interesting things). He has a small investigate hub for flavor and exists mainly to teach the player how to craft special recipes. He is businesslike and tries to seem unimpressed by most things in the world.",,lower-class British,Human,,,Minor,Tyler22k_HQ,,,28,False,True,
Ebx DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/flavorpairs/in2_flavor_setback_1 [370ee81d-a91d-bf32-95b9-a04957cb2349,,,,,Male,,,,,,,,,,,,,,
485d6135-f1e3-4dcf-ae6a-003419e008f7,,global/HUBs/in1_quartermaster,,Threnn,Female,"Haven's quartermaster, Threnn supplies the Inquisiton's forces in Haven and can gives information about the area. In game, she shows the player how to use the crafting system.","Gruff, officious type who comes from a military background.",British,Human,,,Minor,Heather22k_HQ,,,1B,False,True,
Ebx DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/Operation_Chains/in2_the_crew_warrior [de31b865-ff26-9b7d-47ff-a39b9992fbbc,,,,,Male,,,,,,,,,,,,,,
ece4c843-bbea-29a6-28d0-1e0ef451cd6b,,FollowerPlots/Cullen/cul_main_messenger_2,,Inquisition Recruit 2,Female,A soldier in the Inquisition army. Runs messages and brings reports to Cullen. Professional and calm.,,Standard British,Human,,,Minor,Rachel22k_HQ,,,19,False,True,
467cd6a9-b256-b266-e4cf-1699583d0f55,,FollowerPlots/Cullen/cul_main_messenger_1,,Inquisition Recruit 1,Male,A soldier in the Inquisition army. Runs messages and brings reports to Cullen. Professional and eager.,,Standard British,Human,,,Minor,PeterHappy22k_HQ,,,19,False,True,
a74f06fa-5212-ad8c-ad2e-956aacdd8b93,,FollowerPlots/Cullen/cul_mainplot_templar_2,,Templar Soldier,Male,Templar in charge of training new recruits. Professional soldier.,,Standard British,Human,,,Minor,Ryan22k_HQ,,,19,False,True,
9f7e47da-314b-5fa4-1d57-19b7176ed4af,,FollowerPlots/Cole/cole_side_plums_2,,"Cole Side, Plums Healer",Female,"Small character, a healer who has been using spiderwebs to disinfect injuries.",,British,Human,,,Minor,Rachel22k_HQ,,,23,False,True,
35967a6d-9b95-0a4d-e405-484e07b54b05,,FollowerPlots/Cole/cole_side_cheese_2,,"Cole Side, Cheese Cook",Female,Small character. Mistress of the kitchens who is very amused at watching a cat play in the hall.,,British,Human,,,Minor,Heather22k_HQ,,,28,False,True,
33ad3c80-083c-ca82-c1fe-0b2b9f12f797,,FollowerPlots/Cole/cole_side_bread_1,,"Cole Side, Bread Servant",Male,"A small, one-line character. A servant overheard complaining about Cole stealing bread and throwing it on the roof.",,British,Human,,,Minor,Peter22k_HQ,,,19,False,True,
436958a0-fbe7-875a-ae1a-8b62473acb37,,FollowerPlots/Cole/cole_side_turnips_2,,"Cole Side, Turnips Soldier",Male,"Small character, an Inquisition soldier talking about a comrade who has recently died.",,British,Human,,,Minor,Graham22k_HQ,,,1E,False,True,
2c229377-fecf-8138-e02d-5393b183bdfb,,FollowerPlots/Cole/cole_side_cheese_1,,"Cole Side, Cheese Servant",Female,Small character. A servant complaining about Cole stealing cheese from the kitchen.,,British,Human,,,Minor,Tracy22k_HQ,,,19,False,True,
7963e739-bcc9-16c6-ba1e-62c061dd6a51,,FollowerPlots/Cole/cole_side_plums_1,,"Cole Side, Plums Servant",Female,"Small character. A servant complaining about Cole stealing plums, shredding them, and then leaving them by the window to attract flies.",,British,Human,,,Minor,Heather22k_HQ,,,2D,False,True,
2ff3f31f-ac47-7fb8-81e1-58d23db38f9b,,FollowerPlots/Cole/cole_side_cheese_3,,"Cole Side, Cheese Scullery",Female,Small character. A scullery maid who is relieved that the cook is in a better mode and not handing out the beatings like she usually does.,,British,Human,,,Minor,,,,14,False,True,
528b5e67-3f0e-aa56-4937-7771e08c0911,,FollowerPlots/Cole/cole_side_bread_2,,"Cole Side, Bread Healer",Female,Small character. A healer talking about a badly injured Inquisition soldier.,,British,Human,,,Minor,Laura22k_HQ,,,19,False,True,
be18fbce-848d-e604-3d6f-c56b4fc46c8e,,FollowerPlots/Cole/cole_side_turnips_1,,"Cole Side, Turnips Servant",Male,"Small character, a servant annoyed at Cole stealing a bunch of turnips and burning them in the fireplace.",,British,Human,,,Minor,Peter22k_HQ,,,1E,False,True,
982f132a-5352-5d09-5524-6b34938e2af6,,FollowerPlots/Cole/cole_warm_injured_soldier,,Skyhold Healing Tent Injured Soldier,Female,"A soldier at the Skyhold healing tent. She has been injured, but is strong and healthy and will survive. A tough soldier who is in pain but fighting through it.",,British,Human,,,Minor,Laura22k_HQ,,,19,False,True,
0d8a52b9-ff91-3ac3-bf15-a2d4b6099dc0,,FollowerPlots/Cole/cole_side_daggers_2,,"Cole Side, Dagger Servant",Female,Small character. A servant who was relieved to see an argument between two soldiers just turn into a scuffle rather than a bloody combat.,,British,Human,,,Minor,,,,14,False,True,
5ca12287-c1c7-89d4-3865-33c0ccea1e93,,FollowerPlots/Cole/cole_side_daggers_1,,"Cole Side, Dagger Soldier",Male,"Small character, a soldier complaining about Cole stealing his dagger and putting it in a barrel filled with other daggers.",,British,Human,,,Minor,Ryan22k_HQ,,,19,False,True,
915ae62c-bd70-e87e-d0db-c1e9cd3ae8b8,,FollowerPlots/IronBull/bull_inquisition_soldier_younger,,Inquisition Soldier Campfire Rookie,Male,"A young recruit in the Inquisition, fresh-faced and eager for battle. Ready to defend the Inquisitor's actions against any who would criticize, and generally acting like young men everywhere.",,French,Human,,,Minor,PeterHappy22k_HQ,,,14,False,True,
651c3ad4-ce0f-10af-5227-e2a4844da961,,FollowerPlots/IronBull/bull_inquisition_soldier_older,,Inquisition Soldier Campfire Veteran,Female,"A veteran soldier serving the Inquisition. She's seen a lot of combat over the years, and has the calm and understated cynicism of a sergeant in the modern military. She may trust the Inquisitor more, or may be more critical of the Inquisition's choices, depending on what choices the Inquisitor has made.",,French,Human,,,Minor,Peter22k_HQ,,,28,False,True,
78fa5f54-514c-be30-8856-94c0b6a446f6,,FollowerPlots/Leliana/lel_base_second,,Rector,Male,"One of Leliana's most trusted agents, and her deputy within the Inquisition.",,British,Human,,,Minor,Kenny22k_HQ,,,23,False,True,
f5e1e0f7-8581-7cc0-b79d-5706b8ca7fdf,,FollowerPlots/Leliana/lel_mainplot_natalie,,Natalie,Female,An acquaintance of Leliana's who has chosen to betray Leliana and the late Divine.,,French,Human,,,Minor,Lucy22k_HQ,,,28,False,True,
a4cd08b1-f47d-a4d9-e216-53ab3a54a1c7,,InquisitionBase/FirstBase/in1_josephine_intro_arguing_noble,,Marquis Durellion,Male,"An Orlesian nobleman who's heard that the leader of the Inquisition (the player) has struck camp inside a mountain town called Haven. Durellion believes that the land Haven is buislt on belongs to his family, and has come to demand the Inquisition vacate the place or pay obeisance to his noble house. Durellion's not an unreasonable man, but he is a proud one, and he starts out convinced that he's in the right.",,French,Human,"Noble male. Orlesian - masked, if possible.",,Minor,Graham22k_HQ,,,23,False,True,
be252b33-7f1a-dda4-08cd-76bde43b182c,,InquisitionBase/SecondBase/in2_josephine_dwarven_lyrium_merchant,,Korpin,Female,"A merchant from a noble family. A buisnesswoman. While you're curious about the politics of the organization you're dealing with (a group promising to restore order, under someone called ""The Inquisitor""), your interest is more casual than personal.",,American (dwarf),Dwarf,Rich merchant clothing,,Minor,Heather22k_HQ,,,28,False,True,
d1d2faae-91ca-d1d6-9686-2635edaaf97e,,InquisitionBase/in1_gc1_rc_angry_templar_01,,Angry Templar,Male,An angry person on the verge of a fight.,,Standard British,Human,,,Minor,Peter22k_HQ,,,23,False,True,
edc42fb9-c1f9-5da0-ccba-a20ca9325fbe,,InquisitionBase/in1_gc1_rc_angry_mage_01,,Angry mage 1,Male,"A young man in an argument, on the verge of throwing a punch.",,Standard British,Elven,,,Minor,Graham22k_HQ,,,23,False,True,
e049acaa-c80f-2f83-5ab3-b4ca54fa6f6e,,InquisitionBase/in1_gc1_rc_angry_mage_02,,Angry Mage 2,Female,An angry person on the verge of a fight.,,French,Human,,,Minor,Rachel22k_HQ,,,1E,False,True,
da46802c-b31d-a71e-1170-3bbca92284cc,,InquisitionBase/in1_gc1_rc_angry_templar_02,,Angry Templar 2,Male,An angry soldier almost ready to fight,,French,Human,,,Minor,PeterSad22k_HQ,,,1E,False,True,
0e7357c8-3161-f424-9d8f-458f4fb7547c,,Prologue/pro_wounded_solider_1,Wounded Soldier,Wounded Soldier,Male,"A Fereldan soldier who has been heavily wounded, and is being treated at the refugee camp.","He should talk weakly, as if in great pain. He's also the uneducated sort.",lower class British,Human,,,Minor,Ryan22k_HQ,,,14,False,True,
89e022c3-6819-591d-b2a6-0d9362198788,,Global/OriginCharacters/qunari_shokrakar,,Shokrakar,Female,"Shokrakar is a female qunari who spent her life rebelling against the dictates of the Qun, and finally escaped. She was always too aggressive and too opinionated to fit the Qunâs idea of proper female behavior, and rebelled repeatedly against every profession and part of society the priests tried to force her into. Her name literally means ârebel,â in qunari. She bears hefty emotional and physical scars from years of enduring re-education camps, but is triumphant about having gained her freedom. She is forthright, confident and impossible to intimidate. Visually, she should show the scars of her background, but have a relaxed, open demeanor, since she has finally achieved everything she was fighting for.","forthright, confident, blunt",pitch-deepened American,qunari,,,Medium,Laura22k_HQ,,,1E,False,True,
c83a2fef-ad71-42d1-b33e-2a6752f4cec4,,Global/gen_chancellor_roderick,Grand Chancellor Roderick,Grand Chancellor Roderick,Male,"A stuffy Chantry official, who at first opposes the formation of the Inquisition, but ultimately comes to believe in the player on his deathbed, during the Setback. He should come across at first like he's pompous and arrogant-- but it's ultimately revealed that he is a good and pious man, just terrified of all the chaos that's occurred and misplacing the blame for it all on the player.","Educated, very precise diction-- like a university professor",British,Human,,,Minor,Graham22k_HQ,,,28,False,True,
cec856b9-8caa-94ba-1295-d9f7a7547cf1,,InquisitionBase/FirstBase/in1_haven_greeter_soldier1,,Haven Inquisition Soldier 1,Male,,,British,Human,,,Minor,Peter22k_HQ,,,1E,False,True,
e6783adf-1ef6-4651-9f7c-b3aca01d1a8a,,InquisitionBase/FirstBase/in1_wolf_lady,,Wolf Lady (Haven),Female,"A villager in Haven who is worried about her husband, a scout for the Inquisition who has gone missing.",,British,Human,,,Minor,Rachel22k_HQ,,,1B,False,True,
240d932e-564e-181a-ee27-e7e02c9e5397,,InquisitionBase/FirstBase/in1_assistant_researcher,,Avexis,Female,"A Tranquil mage. She is calm and polite and has no emotions, having lost them in the Rite of Tranquility. She works for Researcher Minaeve, delivering items to people. She should sound almost inhuman with her calmness, regardless of whether people are being polite or rude to her.",,British,Elf,,,Minor,Heather22k_HQ,,,1E,False,True,
a7f9b8fd-1d02-da75-279d-13a125b75ee4,,InquisitionBase/FirstBase/in1_flavor_ambs_chantry_1,,Haven Novice Chantry Sister,Female,A young Chantry sister worried about the Chantry disliking the Inquisition.,,British,Human,,,Minor,Heather22k_HQ,,,14,False,True,
4ae973d4-385c-da69-284a-28e203121e36,,InquisitionBase/FirstBase/in1_flavor_ambs_chantry_2,,Haven Senior Chantry Sister,Female,An experienced Chantry sister who is used to dealing with politics.,,British,Human,,,Minor,Rachel22k_HQ,,,28,False,True,
c136be3b-d8d3-9af0-303c-6856fe93367e,,InquisitionBase/FirstBase/in1_flavor_ambs_elder_2,,Pellane (Haven Inquisition Scout),Male,A young Inquisition scout gathering information and reporting it to one of Leilana's senior agents back at Haven.,,British,Human,,,Minor,Kenny22k_HQ,,,14,False,True,
0aee6888-b2aa-28ec-27a4-7d8912df12a6,,InquisitionBase/FirstBase/in1_assistant_bartender,,Haven Server,Female,"A friendly young women who serves drinks in the tavern at Haven. She is excited to be here, and spends a lot of time taking drinks to working people. Fun and a little flirtatious.",,British,Human,,,Minor,Laura22k_HQ,,,12,False,True,
6cc0877e-ac68-2fc6-07f5-5f8a7770b7c6,,InquisitionBase/FirstBase/in1_flavor_ambs_templars_1,,Haven Human Soldier,Male,A young Inquisition soldier who is nervous about the Breach.,,British,Human,,,Minor,Kenny22k_HQ,,,14,False,True,
2ec7b048-5206-e70b-b600-3b936521c07d,,InquisitionBase/FirstBase/in1_flavor_ambs_templars_2,,Haven Carta Dwarf,Male,A Carta dwarf who doesn't trust magic.,,American,Dwarf,,,Minor,Will22k_HQ,,,1E,False,True,
689a2e7a-768e-9573-3692-be638df69ec8,,InquisitionBase/FirstBase/in1_flavor_ambs_healing_1,,Haven Chantry Healer 1,Female,A healer dealing with injured people in a camp area with poor supplies.,,British,Human,,,Minor,Rachel22k_HQ,,,19,False,True,
b41b8f11-e99b-7425-964a-802d38057017,,InquisitionBase/FirstBase/in1_flavor_ambs_healing_2,,Haven Chantry Healer 2,Female,A healer dealing with injured people in a camp with poor supplies.,,British,Human,,,Minor,Laura22k_HQ,,,23,False,True,
cfb0b918-fbd2-a13a-18a7-7f19321b8f5c,,InquisitionBase/FirstBase/in1_flavor_ambs_hinterlands_1,,Haven Hinterlands Sister,Female,A Chantry sister who is worried about refugees in the Hinterlands,,British,Human,,,Minor,Lucy22k_HQ,,,1E,False,True,
