CharName,Line,LastNamedChar,LastButOneNamedChar,location
UnknownChar477,Wait here while I make you something nice!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_090_K
UnknownChar478,Huh ... W-Wha ... You're wearing such a ... Uh ... ,Estelle,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_E
UnknownChar479,Hmm? Hey ... You ... No it can't be ... Not in that kind of ... ,Estelle,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_E
UnknownChar480,It's just that you look ... a little like the Princess ... ,Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_E
UnknownChar481,"Come a little closer, could you?",Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_E
UnknownChar482,Why would you run away like that?,Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_E
UnknownChar483,Ha ha ha ... ,Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_E
UnknownChar484,"Ohhh, it's soooo hot out here ... ",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_J
UnknownChar485,"N-no, I d-didn't see anything! I didn't even see if there was anything to see!",Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_J
UnknownChar486,A sh-shame ... ?,Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_J
UnknownChar487,Err ... ... ?,Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_J
UnknownChar488,M-madly in love ... ?!,Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_J
UnknownChar489,Err ... Maybe ... ?,Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_J
UnknownChar490,Yeah! B-but ... there's someone back in the capital I promised to marry ... ,Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_J
UnknownChar491,"But, I ... hmm ... ",Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_J
UnknownChar492,Hmm? Are you talking to me?,Karol,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_K
UnknownChar493," ... N-no, I can't leave my post unattended!",Karol,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_K
UnknownChar494,I'm s-sorry! Please don't cry like that ... ,Karol,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_K
UnknownChar495,"Oh, all right. I can make some time, for your sake.",Karol,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_K
UnknownChar496,Hey! Quit goofing off over there!,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_Z
UnknownChar497,You should get back to your post before things get even more out of hand!,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_Z
UnknownChar498,The mage we captured is running wild! Hurry up!,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_Z
UnknownChar499,Hey! Quit goofing off over there!,Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_Z
UnknownChar500,You should get back to your post before things get even more out of hand!,Karol,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_100_Z
UnknownChar501,Calm down already! I'll ... I'll go call him right now!,Yuri,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_110
UnknownChar502,"Ah, milord. Are you sure you shouldn't be going to the Sands of Kogorh, now, Sir?",Rita,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_150
UnknownChar503,And I hope you'll remember to appreciate the work Leviathan's Claw has done for you.,Cumore,Cumore,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_150
UnknownChar504,Who said you could rest?! There's no time for that!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_155
UnknownChar505,"By Sir Cumore's orders, the construction must be completed within the month!",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_155
UnknownChar506,Urgh ... ,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_155
UnknownChar507,What's with all of you?! Do as you're told!,Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_155
UnknownChar508,Y-yeah. I take it the same goes for you?,Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_155
UnknownChar509,"Oh, that's right. I need to let my friends know that I'm okay.",Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_155
UnknownChar510,Thank you very much.,Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_155
UnknownChar511,So you thought you could run off while on the job? You know the penalty for that. A hundred lashes and a night in the water!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_156
UnknownChar512,Eep! P-please forgive me!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_156
UnknownChar513,You actually think you deserve forgiveness for what you did?!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_156
UnknownChar514,B-but I can't move my arms anymore ... ,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_156
UnknownChar515,Who do you think you are?! You dare defy the Cumore Brigade? You've forced my hand!,Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_156
UnknownChar516,You saved me ... ,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_156
UnknownChar517,They're building a military base in preparation for the Dahngrest invasion.,Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_156
UnknownChar518,"But that's just the official story. In reality, this place was made to be some big facility.",Karol,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_156
UnknownChar519,Correct.,Yuri,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_156
UnknownChar520,A-are you sure?,Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_156
UnknownChar521,Thank you very much!,Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_156
UnknownChar522,Sir Cumore! It's the Flynn Brigade!,Yeager,Yeager,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_160
UnknownChar523,"We tried, but he insists on coming down to perform an inspection.",Cumore,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_160
UnknownChar524,"Master Ioder, we should be off.",Ioder,Raven,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_250_060
UnknownChar525,Against that many?! You've gotta be crazy!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_250_070
UnknownChar526,I wouldn't do that even if I had nine lives!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_250_070
UnknownChar527,"Yes, Madam President.",Kaufman,Kaufman,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_250_070
UnknownChar528,"Yeah, Leviathan's Claw was going to beat us there if we hadn't found an escort for the ship.",Kaufman,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_250_100
UnknownChar529,"Still, I can't help but wonder where those slimeballs are getting their product from.",Kaufman,Kaufman,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_250_100
UnknownChar530,I think ... I'm a little seasick ... ,Tokunaga,Kaufman,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_250_100
UnknownChar531,"We'll take a look at the ceres blastia. When we get it fixed, I'll signal you to head back.",Yuri,Kaufman,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_260_020
UnknownChar532,Be sure to come back. I've had about enough of this drifting around.,Kaufman,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_260_050
UnknownChar533,I really do feel a bit helpless with just us here ... ,Kaufman,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_260_050
UnknownChar534,S-sorry ... ,Kaufman,Kaufman,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_260_050
UnknownChar535,"Oh, M-Madam P-President. It's an honor t-to have you here.",Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_020
UnknownChar536,Th-the excavation of r-ruins is wh-what I l-live for.,Kaufman,Kaufman,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_020
UnknownChar537,Lord Belius' private room is ahead. I cannot allow you to go any further.,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_040
UnknownChar538,What? Who are you?,Karol,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_040
UnknownChar539, ... I haven't heard of you. Do you have an appointment with the Duce?,Karol,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_040
UnknownChar540,"Unfortunately, my lord only meets with individuals who have appointments.",Karol,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_040
UnknownChar541,"The Don ... Oh, my apologies.",Raven,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_040
UnknownChar542,My name is Natz. I am the acting representative for the Duce.,Raven,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_040
UnknownChar543,I will gladly deliver any message you have for the Duce.,Raven,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_040
UnknownChar544,Y-yes ... ,Patty,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_045
UnknownChar545,"Hey, you!",Patty,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_045
UnknownChar546,"Um, I hate to ask, but could you perhaps be Aifread's granddaughter? Your outfit is quite unique ... ",Patty,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_045
UnknownChar547,"You see, there's been some rumors going around lately.",Patty,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_045
UnknownChar548,"Apparently there's been a girl that wears the same outfit as Aifread, and she calls herself his granddaughter.",Patty,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_045
UnknownChar549,I knew it ... ,Karol,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_045
UnknownChar550,Uh ... That'll be 450 Gald.,Karol,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_045
UnknownChar551,"Um, well, this is hard to say, but would you mind not coming to my store anymore?",Patty,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_045
UnknownChar552,"Uh, well, I don't really mind personally. It's just that it makes the other customers uncomfortable.",Patty,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_045
UnknownChar553,Huh? Wait ... me? Hold on a second! I didn't mean to ... ,Patty,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_045
UnknownChar554,What do you mean? You're the one who said the store's reputation would go down if we served the granddaughter of the man who tarnished the honor of the guilds!,Patty,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_045
UnknownChar555,"Well, come on! A guild's duty is to protect the people. And she's the granddaughter of the man who violated that duty by slaughtering countless civilians!",Patty,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_045
UnknownChar556,W-what's with you?,Yuri,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_045
UnknownChar557,(Sigh),Rita,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_045
UnknownChar558,Welcome. Staying the night?,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_050
UnknownChar559,"Oh, he's a friend of yours?",Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_050
UnknownChar560,"Your rooms have already been paid for, so please, make yourselves at home.",Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_050
UnknownChar561,Please don't hesitate to let me know when you'd like to turn in for the night.,Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_050
UnknownChar562,"Oh, you're the guest from earlier.",Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_050
UnknownChar563,Could your companion be the man in that gaudy get-up?,Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_050
UnknownChar564,I see.,Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_050
UnknownChar565,"Your rooms have already been paid for, so please, make yourselves at home.",Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_050
UnknownChar566,Please don't hesitate to let me know when you'd like to turn in for the night.,Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_050
UnknownChar567,Welcome. Staying the night?,Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_050
UnknownChar568,"A companion? No other guests have come yet today, actually.",Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_050
UnknownChar569,You started all of this!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_070
UnknownChar570,Huh? What are you talking about!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_070
UnknownChar571,Mind your own business!,Regaey,Regaey,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_070
UnknownChar572,Who the hell are you!,Yuri,Regaey,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_070
UnknownChar573,Hey!,Yuri,Regaey,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_070
UnknownChar574,Damn it ... ,Judith,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_270_070
