"charName","gender","eng_word","eng_syll","eng_char","jap_char","jap_romaji","jap_kana","jap_word","re_word","re_syll","re_char","re_comment","eng","jap","re","RetranslatorComment"
"frog","male","0","0","1","0","0","0","0","0","0","1","0","......","……。","......",""
"old man","male","18","22","71","42","81","50","15","19","23","80","0","Is it true that the King was injured? What's going to happen to us, and to our country...?","王が負傷されたというウワサは本当か？ おお、この国は、われらは 一体どうなってしまうというのだ……？","Are the rumors that the King was injured true? Ohh, just what will become of us and this kingdom......?",""
"SYSTEM","neutral","2","2","10","12","21","12","3","4","4","18","0","It's locked!","なんとカギがかかっている！","What the, it's locked!",""
"old man","male","20","22","83","40","62","40","6","24","31","117","0","Hey! Is that a Naga-ette Bromide you've got there?! I'll trade you something good for it. How about it?","やや……！！ おぬしがそこにかくしもっとるのは きんだんのミアンヌ・ブロマイド[heart]！？ ","Hey......!! Is that a banned Mianu bromide[heart] you're secretly carrying!? If you give me that bromide, I'll give you something good...... how about it?",""
"crono","male","2","2","10","15","29","15","3","2","2","10","0","Let's trade!","そのブロマイド、わしにくれるなら","Let's trade!",""
"old man","male","32","35","124","82","140","83","24","30","34","132","0","Really, you mean it? Yahoo! Now just hold your horses and I'll be back in a jiffy! It's unlocked so you're free to take it. And I'll be taking this. Hee hee...","む……！ なら、勝手にせい。 ホントかね、ホントかね？ わーい、やったぞ、ベービィ！ よし、ちょこっと待っておれよ。 カギはあいとる じゆうにもって行くがいい。 それじゃ、ブロマイドはもらっとくぞ。 うひょひょ……。 ","Really, really? Yay, I've done it, baby! Okay, wait just a minute. It's unlocked. You can take it as you please. Well then, I'll be taking the bromide. Uhyo, hyo......",""
"crono","male","6","6","26","12","21","12","2","6","7","28","0","I don't want the geezer's loot.","いいものをやるが……、どうかね？","Don't need the old man's treasure",""
"old man","male","5","6","26","22","39","24","4","4","5","20","0","Hmph! Fine then, suit yourself.","とっかえっこしよう！ じーさんのお宝などいらない ","Mh......! Then suit yourself.",""
"old man","male","11","12","47","23","36","23","5","10","11","44","0","Don't tell Grannie. Hee, hee, my very own Naga-ette pet.","ばーさんには、ないしょじゃぞ。 むふふ……、ミアンヌちゃん……。","Keep it secret from grannie. Mu, hu, hu...... Mianu-chan......",""
"dorino elder","male","19","23","83","41","88","48","16","24","30","106","0","I want you to find the mythical «Rainbow Shell.» Here's some front money. We're counting on you Toma!","探し出してもらいたい物は まぼろしの虹色の貝がら……。 これは前金じゃ。 よろしくたのむぞ、トマよ。","It's the mythical Rainbow-Colored Shell that I want to have you find for us. This is advance payment. I'm counting on you, Toma.",""
"toma","male","13","17","66","38","84","49","12","20","23","86","0","Hey, no problem! 'cause, like, I'm the mythical explorer. Good match, eh chief.","ヘヘッ、まかせときなって。 俺も伝説の探検家とよばれる男。 きたいはうらぎらないぜ、村長。","Heh, heh, leave it to me. I'm the man they call the legendary explorer. I won't betray your hopes, chief.",""
"dorino elder","male","7","8","29","13","23","13","5","8","9","32","0","Hmm... I'll be waiting for good news.","うむ……。 よい知らせ、待っておるぞ。","Yes...... I'll be waiting for the good news.",""
"toma","male","10","12","39","22","39","22","6","13","14","53","0","With that settled, I'll grab a bite before I go.","よし、そうと決まれば いっぱい、ひっかけてくるかな。","All right, now that that's settled, I guess I'll go have a drink.",""
"toma","male","7","7","31","19","32","20","5","8","9","33","0","I'm busy right now. Let's talk later.","おりゃ、ちょっといそがしいんだ また後でな。","Hey, I'm a little busy. Try again later.",""
"dorino elder","male","29","35","126","85","156","94","21","34","45","167","0","We can use the «Rainbow Shell» to make some reflective armor. It'll be strong against magic! But that guy's a little flakey... Was it a mistake to trust him?","虹色の貝がらさえあれば 魔法ぼうぎょバツグンの プリズム防具がつくれるのじゃ。 しかしあのわかぞう、ほんとうに だいじょうぶなんじゃろか？ 自分では、いだいなる探検家などと いきまいとったが……。","If only we had the Rainbow-Colored Shell, we could make prism armoring with outstanding magic defense. But will that youngster really be all right? He declared himself a great explorer and such, but......",""
"little girl","female","12","13","55","42","74","42","5","21","24","83","0","The Hero has come! He's strong and he's gonna thrash those monsters!","ゆうしゃたまが、あらわれたんだ！ わるいまものをやっつけてくれる すっごく、つおーいひとなのよ！","The Hero's appeared! He's a rea-a-ally stro-o-ong person who's gonna beat up the bad monsters for us!",""
"young woman","female","15","17","68","68","136","78","20","28","38","139","0","Only the ancient sword, «Masamune,» can defeat him. And only the Hero can wield it!","言い伝えでは、魔王をたおせるのは 太古より伝わる剣グランドリオンだけ なんですってね。 えらばれた勇者様だけが グランドリオンを装備できるのだそうよ！","According to legend, the only thing that can beat Magus is the sword Grandleon passed down from ancient times. Supposedly only the chosen Hero can equip the Grandleon!",""
"woman","female","14","17","73","73","135","78","20","26","39","139","7","Magus has 3 fearsome henchmen, Ozzie, Flea, and Slash. They're tone-deaf, evil fiends!","魔王には恐ろしい手下がいる。 ビネガー、マヨネー、ソイソーの3人さ。 できることなら、あいつらとは かかわりあいにならない方がいい。 血もなみだもないバケモノどもだよ。","Magus has three terrifying subordinates. Vinnegar, Mayonnay, and Soysaw. You'd better not get mixed up with them if you can help it. They're cold-hearted monsters.","Literally, they have neither blood nor tears."
"old woman","female","16","21","81","39","81","48","19","12","17","60","0","The chief of Sandorino Village lives here. Are you foreigners? Did you flee from Magus's troops?","ここは、サンドリノの村長の家だよ。 お前さん達も魔王軍に追われて 逃げのびてきたのかい？","This is the house of Sandrino's village chief. pursued by Magus's army?",""
"young man","male","14","20","63","43","94","52","17","24","29","98","0","Magus's lair is on an island to the east. Sheer cliffs make it inaccessible.","魔王の城は東の海の島にあるんだ。 でも島のまわりはだんがいぜっぺきで 誰にも近づけないんだよ……。","Magus's castle is on an island in the eastern sea. But it's sheer cliffs all around the island, and no one can get close......",""
"young woman","female","17","23","80","57","115","67","19","23","31","107","0","Are Magus's armies really closing in? Well, the mythical Hero has appeared so we'll be all right!","魔王の軍が今にも攻め込んでくるという うわさは、本当かしら……？ でも、伝説の勇者様があらわれたからには もうだいじょうぶですよね！","I wonder if the rumor that Magus's army will invade soon is true......? But now that the legendary Hero has appeared everything's okay!",""
"man","male","5","5","17","11","24","13","4","7","9","34","0","Want to hear my tale?","とっておきの話、聞きます？","Want to hear something I've been saving?",""
